id,estado,antiguedad,vivienda,plazo,edad,estadocivil,registros,trabajo,gastos,ingresos,activos,deuda,cantidad,precio
2185,bueno,2,propietario,36,42,casado,no,tiempo parcial,75,92,3000,0,550,850
3220,bueno,2,padres,60,32,casado,no,tiempo parcial,75,60,0,0,1100,1347
2960,malo,1,otra,60,32,casado,sí,tiempo parcial,35,114,4000,500,1150,1661
45,malo,2,propietario,60,43,casado,no,tiempo parcial,75,71,3000,0,1500,1552
107,malo,1,alquila,36,24,casado,no,tiempo parcial,76,164,0,0,900,950
247,malo,0,padres,60,22,soltero,no,tiempo parcial,35,55,0,0,950,1462
1773,malo,0,otra,60,31,soltero,no,tiempo parcial,35,128,0,0,900,982
1800,malo,1,alquila,48,36,casado,no,tiempo parcial,101,112,0,0,1550,1839
883,bueno,11,alquila,24,27,casado,no,tiempo parcial,72,120,0,0,900,1395
3590,malo,0,padres,12,23,soltero,no,tiempo parcial,35,37,2500,0,120,300
3265,bueno,0,alquila,60,25,casado,no,tiempo parcial,41,64,0,0,1450,1537
89,malo,0,alquila,60,25,soltero,no,tiempo parcial,40,50,0,0,1040,1048
3305,malo,1,padres,48,23,soltero,no,tiempo parcial,35,72,0,0,1078,1079
740,malo,3,alquila,48,43,casado,no,tiempo parcial,73,126,0,0,1300,1770
3391,malo,1,otra,60,33,soltero,no,tiempo parcial,35,96,0,0,700,1640
3300,malo,2,padres,48,33,soltero,sí,tiempo parcial,35,82,0,0,1050,1332
3283,malo,0,privado,36,24,casado,sí,tiempo parcial,60,169,1500,0,690,790
3520,bueno,2,propietario,60,30,casado,no,tiempo parcial,35,154,2500,500,1000,1725
1420,bueno,1,alquila,60,26,casado,no,tiempo parcial,61,155,0,0,1035,1709
3411,bueno,1,propietario,48,22,soltero,sí,tiempo parcial,35,125,3000,0,600,1087
4109,malo,2,privado,60,53,casado,no,tiempo parcial,75,170,3000,180,1900,2180
1048,bueno,0,propietario,60,32,soltero,no,tiempo parcial,35,94,7500,0,1350,1583
4095,malo,2,propietario,60,25,soltero,no,tiempo parcial,35,95,4500,3000,1080,1296
4423,malo,1,alquila,60,37,separado,sí,tiempo parcial,66,60,0,0,1500,2800
510,malo,3,propietario,60,37,casado,no,tiempo parcial,90,166,3000,0,800,877
230,malo,0,padres,60,21,soltero,no,tiempo parcial,35,86,0,0,1000,1135
1624,malo,0,padres,36,26,soltero,no,tiempo parcial,35,70,3500,350,375,500
2867,malo,1,padres,48,22,soltero,no,tiempo parcial,35,52,0,0,1200,1442
1229,bueno,2,propietario,36,28,casado,no,tiempo parcial,60,146,2500,0,700,1258
1200,bueno,0,padres,48,21,soltero,no,tiempo parcial,35,106,5000,0,500,1131
4129,bueno,1,padres,60,22,casado,no,tiempo parcial,35,195,120000,0,1550,1550
1020,malo,0,padres,36,22,casado,no,tiempo parcial,60,137,0,0,700,900
3632,malo,1,otra,48,27,soltero,sí,tiempo parcial,35,105,0,0,1300,1533
4087,malo,0,padres,60,27,casado,no,tiempo parcial,45,82,0,0,1400,1520
2990,bueno,0,alquila,36,25,soltero,no,tiempo parcial,44,93,0,0,800,1212
3818,malo,0,propietario,60,27,casado,no,tiempo parcial,75,210,7000,4800,1250,1315
4215,bueno,3,alquila,60,36,casado,no,tiempo parcial,42,72,0,0,850,1263
2125,bueno,0,propietario,60,29,casado,no,tiempo parcial,75,70,4500,0,1150,1683
15,malo,0,otra,18,21,soltero,sí,tiempo parcial,35,50,0,0,400,500
3780,bueno,0,padres,24,26,soltero,no,tiempo parcial,35,69,0,0,107,125
2325,malo,2,padres,60,34,soltero,sí,tiempo parcial,35,103,0,0,1250,1293
246,malo,1,propietario,60,25,separado,sí,tiempo parcial,45,277,6000,3500,1700,1950
3988,malo,0,padres,36,21,soltero,no,tiempo parcial,35,130,2000,0,875,1075
2529,malo,2,alquila,24,30,casado,no,tiempo parcial,53,80,0,0,500,975
379,bueno,0,alquila,36,26,casado,no,tiempo parcial,72,118,1000,0,600,1421
3424,malo,2,alquila,36,28,casado,no,tiempo parcial,42,67,0,0,150,898
1782,malo,0,otra,60,22,soltero,no,tiempo parcial,35,55,0,0,1350,1400
2946,bueno,0,propietario,60,30,soltero,no,tiempo parcial,35,285,8000,0,850,1251
2264,malo,0,propietario,60,38,casado,sí,tiempo parcial,75,120,3500,0,1500,1702
1713,malo,5,propietario,60,43,casado,no,tiempo parcial,75,120,2000,40,1400,1600
4106,malo,2,propietario,48,50,casado,no,tiempo parcial,35,80,4000,0,800,1330
3712,malo,1,padres,48,18,soltero,no,tiempo parcial,45,95,4000,0,600,1472
716,malo,0,otra,60,36,casado,no,tiempo parcial,45,NA,0,0,1400,1409
823,malo,1,padres,60,29,casado,sí,tiempo parcial,35,102,0,0,1100,1120
4437,malo,1,padres,48,18,soltero,no,tiempo parcial,35,130,2500,600,1280,1285
4059,malo,0,propietario,60,40,casado,sí,tiempo parcial,90,90,8000,0,1000,1189
1667,malo,0,alquila,48,37,casado,no,tiempo parcial,60,154,0,0,1870,2217
4306,malo,1,alquila,36,24,casado,no,tiempo parcial,41,56,0,0,500,585
1717,malo,0,alquila,36,23,casado,no,tiempo parcial,81,60,0,0,450,450
2181,malo,0,padres,36,23,soltero,sí,tiempo parcial,35,66,0,0,1000,1200
900,malo,1,padres,60,30,separado,no,tiempo parcial,35,70,0,0,925,925
4102,bueno,0,propietario,60,25,casado,no,tiempo parcial,35,90,1500,500,900,990
3448,malo,2,alquila,18,25,soltero,no,tiempo parcial,44,85,0,0,320,425
361,malo,3,propietario,60,26,casado,no,tiempo parcial,45,120,6100,1500,1000,1403
1238,bueno,1,propietario,48,18,soltero,no,tiempo parcial,45,111,7000,0,1100,1299
4452,malo,0,propietario,24,37,casado,no,tiempo parcial,60,90,3500,0,500,963
4049,malo,0,alquila,48,24,casado,no,tiempo parcial,35,NA,0,0,600,1452
2419,malo,1,padres,60,36,casado,no,tiempo parcial,60,60,0,0,1400,1612
2772,bueno,0,propietario,36,47,casado,no,tiempo parcial,35,85,NA,0,500,700
2887,malo,3,propietario,36,28,casado,no,tiempo parcial,35,100,3000,0,1000,1851
1987,bueno,0,propietario,48,44,casado,no,tiempo parcial,75,120,4000,0,900,1204
2445,malo,0,alquila,48,42,casado,no,tiempo parcial,75,NA,0,0,1300,1400
3811,malo,1,alquila,60,24,casado,sí,tiempo parcial,42,70,0,0,1700,1761
1541,malo,1,padres,48,25,soltero,no,tiempo parcial,35,50,0,0,1000,1041
3919,malo,0,alquila,36,22,soltero,no,tiempo parcial,42,65,0,0,430,550
4419,bueno,0,privado,60,35,casado,no,tiempo parcial,45,129,4500,0,1160,1465
2443,bueno,2,padres,24,23,soltero,no,tiempo parcial,35,93,2500,0,230,670
3831,malo,0,padres,48,21,soltero,no,tiempo parcial,35,48,0,0,1850,1877
3858,malo,1,otra,60,21,soltero,no,tiempo parcial,45,NA,0,0,1100,1480
1554,malo,0,propietario,60,33,casado,no,tiempo parcial,45,128,4500,0,1250,1442
2413,malo,1,padres,24,23,soltero,no,tiempo parcial,35,70,0,0,500,640
2697,bueno,2,alquila,48,33,soltero,no,tiempo parcial,41,57,0,0,1230,1515
4066,malo,1,privado,60,24,casado,no,tiempo parcial,35,127,3500,2000,1700,1825
3200,malo,0,propietario,60,26,casado,no,tiempo parcial,75,90,4000,2880,2000,2200
2179,malo,0,alquila,36,42,soltero,no,tiempo parcial,49,141,0,0,800,1165
4037,malo,0,alquila,60,24,casado,no,tiempo parcial,41,56,0,0,1308,1558
296,malo,8,propietario,60,30,casado,no,tiempo parcial,60,90,3000,500,1000,1339
201,bueno,1,padres,60,28,soltero,no,tiempo parcial,35,67,0,0,1050,1387
974,bueno,1,padres,12,22,soltero,no,tiempo parcial,35,60,0,0,100,600
1532,malo,6,privado,36,29,soltero,no,tiempo parcial,35,68,1500,0,500,525
3085,malo,7,alquila,60,22,casado,no,tiempo parcial,47,119,0,0,1040,1200
3272,malo,1,alquila,36,23,casado,no,tiempo parcial,54,88,0,0,600,750
1789,bueno,1,padres,36,19,soltero,no,tiempo parcial,35,118,0,0,1200,1426
4381,malo,0,otra,36,21,soltero,no,tiempo parcial,35,48,0,0,400,650
2278,malo,0,propietario,36,21,soltero,sí,tiempo parcial,35,115,2000,0,700,900
3198,bueno,2,padres,36,30,casado,sí,tiempo parcial,60,203,0,0,600,1549
955,bueno,2,propietario,36,51,casado,no,tiempo parcial,75,125,4500,0,600,989
1911,bueno,10,propietario,48,36,casado,no,tiempo parcial,75,82,3000,0,1000,1400
244,bueno,10,propietario,48,28,casado,sí,tiempo parcial,60,120,2500,1500,600,875
1507,malo,0,alquila,48,37,casado,sí,tiempo parcial,120,300,8000,2000,1500,2977
154,malo,0,otra,60,25,casado,no,tiempo parcial,60,60,0,0,1300,1380
957,bueno,0,propietario,60,22,soltero,no,tiempo parcial,35,155,6500,0,1100,1646
2371,bueno,1,alquila,24,24,casado,no,tiempo parcial,50,50,0,0,350,400
3230,malo,1,alquila,36,46,casado,no,tiempo parcial,82,72,0,0,850,1418
3934,bueno,1,propietario,36,20,soltero,no,tiempo parcial,35,139,4000,0,375,425
2081,bueno,2,alquila,60,26,casado,no,tiempo parcial,85,97,6000,0,1070,1172
1285,bueno,0,alquila,60,29,casado,no,tiempo parcial,61,160,0,0,1000,1055
1488,malo,4,otra,60,24,soltero,no,tiempo parcial,35,63,0,0,900,1777
1950,bueno,1,padres,36,23,soltero,no,tiempo parcial,35,56,0,0,500,550
2028,malo,1,padres,36,25,soltero,no,tiempo parcial,35,53,0,0,600,1415
4422,bueno,12,otra,60,48,casado,no,tiempo parcial,35,108,0,0,1200,1579
869,bueno,2,propietario,18,31,casado,no,tiempo parcial,90,197,5000,300,860,1192
2749,bueno,8,padres,24,23,soltero,no,tiempo parcial,45,110,0,0,900,931
181,malo,0,propietario,48,49,casado,no,tiempo parcial,45,75,2000,0,900,1200
4359,bueno,15,propietario,60,58,casado,no,tiempo parcial,35,100,12000,0,1300,1380
2878,bueno,0,padres,24,23,casado,no,tiempo parcial,35,150,0,0,500,1175
3581,malo,1,padres,48,36,casado,no,tiempo parcial,60,45,0,0,1200,1401
4260,malo,0,padres,36,24,soltero,no,tiempo parcial,35,100,0,0,1000,2000
2151,malo,0,privado,48,46,casado,no,tiempo parcial,75,125,8500,0,1575,1702
3162,malo,7,padres,36,22,soltero,no,tiempo parcial,35,77,0,0,800,875
3282,malo,0,padres,24,35,soltero,no,tiempo parcial,35,60,0,0,800,1560
2346,bueno,1,propietario,60,49,casado,no,tiempo parcial,60,115,4000,0,1870,2622
3966,malo,0,alquila,60,38,casado,sí,tiempo parcial,75,NA,0,0,1000,1235
2509,bueno,0,padres,60,21,soltero,no,tiempo parcial,45,312,10000,0,1033,1175
3910,bueno,0,padres,60,41,soltero,no,tiempo parcial,35,131,4500,0,1200,1538
993,bueno,0,propietario,48,24,casado,no,tiempo parcial,45,95,5000,0,1000,1601
3464,bueno,0,propietario,60,34,casado,sí,tiempo parcial,35,165,8000,2000,1450,1800
649,malo,1,propietario,60,25,casado,no,tiempo parcial,60,137,2700,1900,1150,1255
360,bueno,0,propietario,60,52,casado,no,tiempo parcial,45,NA,10000,0,750,1244
23,malo,1,propietario,60,45,casado,no,tiempo parcial,105,112,2000,500,600,1332
636,bueno,1,padres,60,21,soltero,no,tiempo parcial,35,42,0,0,1100,1112
