id,estado,antiguedad,vivienda,plazo,edad,estadocivil,registros,trabajo,gastos,ingresos,activos,deuda,cantidad,precio
405,malo,0,alquila,36,34,separado,no,fijo,49,140,0,0,1150,1600
1949,bueno,0,propietario,36,40,casado,no,fijo,75,126,8000,0,2000,2261
602,bueno,5,privado,60,23,casado,no,fijo,35,167,7000,2160,1650,2100
3516,bueno,12,propietario,36,38,casado,no,fijo,35,143,5000,1100,700,2093
3330,bueno,2,padres,60,31,casado,no,fijo,35,175,NA,0,700,1350
2020,malo,15,propietario,60,52,casado,sí,fijo,60,130,4000,0,1300,1450
2073,bueno,5,propietario,60,31,separado,sí,fijo,35,64,5000,0,400,824
131,bueno,2,propietario,60,25,casado,no,fijo,75,140,3000,0,950,1179
882,bueno,9,propietario,60,33,casado,no,fijo,75,88,2500,0,1000,1386
237,bueno,1,alquila,36,22,casado,no,fijo,62,168,0,0,1200,2186
3361,bueno,11,padres,24,28,soltero,no,fijo,35,82,0,0,400,800
3829,bueno,3,padres,36,28,soltero,no,fijo,35,74,0,0,350,550
1889,malo,18,propietario,48,32,casado,no,fijo,75,71,4000,39,660,1461
898,bueno,2,propietario,60,26,casado,no,fijo,45,160,3500,0,1300,1855
4397,bueno,25,privado,60,49,casado,no,fijo,35,165,5000,0,1720,2084
2619,bueno,6,propietario,36,58,casado,no,fijo,60,390,45000,0,1000,2318
369,bueno,10,propietario,60,35,casado,no,fijo,60,140,4000,0,1000,1578
606,bueno,10,propietario,36,38,casado,no,fijo,75,135,5500,1440,690,1000
2092,bueno,6,propietario,60,38,casado,no,fijo,90,145,3000,0,1800,2218
4073,bueno,14,propietario,60,28,casado,no,fijo,45,178,4000,700,600,700
3488,bueno,20,padres,60,42,soltero,no,fijo,35,80,0,0,800,1520
2313,bueno,7,propietario,18,40,casado,sí,fijo,75,169,4000,400,400,1717
412,bueno,1,propietario,60,29,casado,no,fijo,45,275,6000,1810,1600,1930
4287,malo,10,otra,36,45,casado,sí,fijo,45,102,0,0,535,585
4194,bueno,25,propietario,36,46,casado,no,fijo,90,145,12000,0,1100,2400
4279,bueno,16,propietario,60,30,casado,no,fijo,35,95,2000,0,1300,1700
2962,bueno,9,alquila,48,32,casado,sí,fijo,87,270,0,0,1000,1640
2788,bueno,5,propietario,60,31,soltero,no,fijo,35,172,8000,0,850,1934
4144,bueno,9,alquila,60,25,casado,no,fijo,50,145,0,0,1100,1250
3943,bueno,12,alquila,36,30,casado,no,fijo,65,203,0,0,1500,2700
2800,malo,2,propietario,36,55,casado,no,fijo,35,87,10000,0,1150,2000
533,bueno,40,alquila,36,59,casado,no,fijo,59,142,0,0,1000,1800
208,malo,1,padres,60,22,soltero,no,fijo,35,80,3000,0,1500,1514
1468,malo,6,propietario,12,36,casado,sí,fijo,90,78,6000,2700,300,500
4053,bueno,20,propietario,60,56,casado,no,fijo,35,145,5000,0,1600,1763
1788,bueno,15,propietario,36,47,casado,no,fijo,75,152,13000,0,2700,3560
587,bueno,5,propietario,6,44,casado,no,fijo,75,315,13000,0,500,2624
1848,bueno,18,propietario,60,49,viudo,no,fijo,35,117,4000,0,1000,1057
3551,bueno,18,propietario,60,42,casado,no,fijo,45,172,3500,0,1850,2034
1874,malo,8,otra,36,29,casado,sí,fijo,60,170,0,0,800,1000
3467,malo,2,privado,60,37,casado,sí,fijo,60,120,3000,1380,1000,1582
3397,bueno,0,alquila,48,23,soltero,no,fijo,44,88,0,0,1000,1529
3362,bueno,25,alquila,60,52,casado,no,fijo,55,199,0,0,1250,1262
2206,bueno,18,propietario,60,35,casado,no,fijo,75,179,7000,3200,1000,1455
1329,bueno,6,alquila,60,23,casado,no,fijo,62,171,0,0,1000,1209
3550,bueno,3,propietario,24,32,casado,no,fijo,45,120,5000,0,800,1023
261,bueno,2,propietario,36,27,casado,no,fijo,45,156,6000,0,700,1045
4336,malo,1,padres,60,35,soltero,no,fijo,35,75,0,0,1340,1350
1616,malo,0,otra,60,46,soltero,no,fijo,35,150,0,0,1400,1490
997,bueno,12,propietario,48,38,casado,no,fijo,60,85,3000,0,500,960
2320,bueno,3,padres,60,25,soltero,no,fijo,35,174,0,0,1000,1252
3050,bueno,4,propietario,24,49,casado,no,fijo,45,132,15000,0,850,1338
2042,malo,2,alquila,60,54,casado,no,fijo,75,NA,0,0,1700,1700
4130,bueno,2,propietario,60,29,casado,sí,fijo,35,160,3000,0,900,1310
437,bueno,21,alquila,48,36,casado,no,fijo,86,113,0,0,950,1057
2648,bueno,3,propietario,60,36,casado,no,fijo,45,160,6500,0,1500,2038
3806,bueno,15,propietario,60,49,casado,no,fijo,60,162,5000,0,1700,2081
295,bueno,25,alquila,60,52,casado,no,fijo,73,127,0,0,1030,1250
4439,malo,8,propietario,60,37,casado,no,fijo,75,50,15000,0,1400,1645
596,bueno,1,propietario,60,27,casado,no,fijo,60,93,4000,0,1000,1207
3807,bueno,24,propietario,60,46,casado,no,fijo,60,140,6000,1000,1100,1653
1947,malo,6,alquila,60,41,divorciado,sí,fijo,55,97,7000,5000,1900,2260
3698,bueno,20,propietario,36,48,casado,no,fijo,45,257,3000,0,900,1193
1466,malo,3,padres,36,19,soltero,sí,fijo,35,47,0,0,500,700
3427,bueno,20,propietario,24,54,casado,no,fijo,35,175,11500,0,500,1080
1384,bueno,11,alquila,60,28,soltero,no,fijo,42,67,0,0,900,1399
4184,malo,0,alquila,36,55,casado,sí,fijo,94,193,0,0,600,1100
911,bueno,11,alquila,12,33,casado,no,fijo,78,180,0,0,300,1479
4259,bueno,0,propietario,60,30,casado,no,fijo,45,180,5000,0,1600,1924
4155,malo,10,propietario,60,49,viudo,no,fijo,35,160,3000,0,1650,1659
3136,bueno,14,padres,60,31,casado,no,fijo,35,100,0,0,1500,1500
2412,bueno,12,propietario,60,28,casado,sí,fijo,75,110,3500,1394,900,1082
1742,bueno,17,alquila,48,36,casado,no,fijo,56,105,0,0,1000,1295
765,bueno,4,padres,60,22,soltero,no,fijo,35,80,0,0,1200,1425
3258,bueno,12,privado,48,45,casado,no,fijo,45,159,5000,0,1200,1425
270,bueno,15,propietario,36,40,casado,no,fijo,60,230,8500,480,700,1400
4171,malo,33,alquila,60,53,casado,no,fijo,46,106,0,0,850,1371
4176,bueno,8,propietario,60,31,casado,no,fijo,35,98,5000,1000,1400,1720
1059,bueno,2,padres,60,28,casado,no,fijo,60,131,6000,0,1250,1346
1010,malo,3,otra,60,27,casado,no,fijo,90,126,4000,0,1400,1800
1763,bueno,9,propietario,36,24,casado,no,fijo,45,160,4000,2000,450,1388
1021,bueno,4,privado,36,26,casado,no,fijo,45,107,3000,0,700,700
3699,bueno,10,alquila,18,34,divorciado,no,fijo,54,189,0,0,800,2215
3333,bueno,3,padres,18,21,soltero,no,fijo,35,176,8000,0,1200,2150
354,bueno,14,propietario,60,30,casado,no,fijo,60,70,4000,2800,600,1125
3588,malo,4,alquila,60,37,soltero,sí,fijo,79,436,0,0,1500,1550
2334,bueno,12,propietario,36,45,casado,no,fijo,90,90,30000,0,750,1374
2486,bueno,15,padres,60,35,soltero,no,fijo,45,226,6000,2200,1350,1609
4263,malo,3,propietario,60,28,casado,no,fijo,45,210,5000,2700,1100,1516
1035,bueno,5,privado,60,24,casado,no,fijo,45,127,2000,0,1000,1282
3344,bueno,15,otra,36,41,casado,no,fijo,45,195,0,0,525,600
3618,bueno,1,padres,60,21,soltero,no,fijo,35,200,0,0,900,1088
4034,bueno,2,alquila,48,22,casado,no,fijo,53,183,0,0,1300,1300
224,bueno,4,propietario,48,36,casado,no,fijo,60,133,4000,0,1000,1595
3491,bueno,12,privado,36,51,casado,no,fijo,45,130,4000,0,1200,1400
450,bueno,2,padres,24,20,soltero,no,fijo,35,43,0,0,450,994
4348,malo,0,alquila,36,38,separado,no,fijo,48,125,0,0,500,585
3844,bueno,25,propietario,60,51,casado,no,fijo,35,93,3500,0,900,995
4134,bueno,7,propietario,48,29,casado,no,fijo,35,68,3500,0,500,1700
2279,bueno,15,otra,48,60,casado,no,fijo,60,153,0,0,450,1188
2527,bueno,0,propietario,60,34,casado,no,fijo,60,85,4000,0,1100,1628
1968,bueno,1,alquila,36,43,casado,no,fijo,92,173,0,0,550,590
1204,bueno,14,privado,60,36,casado,no,fijo,60,120,4000,1500,1500,1540
2220,malo,5,otra,60,42,casado,no,fijo,75,95,0,0,1000,1067
1620,bueno,17,propietario,48,42,casado,no,fijo,90,450,8000,1800,1000,3313
258,bueno,18,alquila,60,57,casado,no,fijo,77,170,4000,0,1300,1604
2830,bueno,0,padres,36,25,soltero,no,fijo,35,440,0,0,550,1546
1355,bueno,1,alquila,48,39,casado,no,fijo,86,105,0,0,1300,1600
3756,bueno,12,alquila,48,46,casado,sí,fijo,104,294,0,0,1350,1352
1121,bueno,12,propietario,60,38,casado,no,fijo,75,120,5000,0,1100,1172
2818,bueno,3,padres,24,24,casado,no,fijo,35,120,10000,0,500,650
488,bueno,30,alquila,60,54,casado,no,fijo,54,93,0,0,1000,1387
3733,bueno,2,padres,36,28,soltero,no,fijo,35,140,1000,0,1000,1693
3942,malo,0,padres,18,19,soltero,no,fijo,35,91,0,0,650,650
1407,malo,9,padres,60,31,soltero,sí,fijo,35,92,0,0,1000,1161
2838,bueno,7,propietario,60,44,casado,no,fijo,45,112,3500,0,1450,1625
2502,bueno,2,padres,60,24,soltero,no,fijo,35,100,0,0,1600,1601
2671,bueno,11,alquila,60,54,casado,no,fijo,54,90,0,0,1000,1303
2774,bueno,9,otra,48,24,soltero,no,fijo,45,88,0,0,1200,1302
328,bueno,23,propietario,60,38,casado,no,fijo,45,500,3500,0,1900,2357
58,bueno,4,padres,30,27,soltero,no,fijo,45,100,5000,0,500,1048
3060,bueno,2,padres,60,23,soltero,sí,fijo,35,80,0,0,1570,1671
2276,bueno,2,privado,48,34,casado,no,fijo,90,170,6000,0,1280,1879
2650,malo,9,alquila,60,37,soltero,no,fijo,47,115,0,0,1600,1800
1834,bueno,25,privado,36,49,casado,no,fijo,60,125,5000,0,400,1062
2639,bueno,0,alquila,60,30,casado,no,fijo,43,80,0,0,1000,1056
4445,malo,6,padres,60,22,soltero,sí,fijo,35,100,0,0,1200,1496
4262,bueno,13,privado,42,46,casado,no,fijo,60,75,3000,600,1200,1569
641,bueno,11,propietario,30,35,casado,no,fijo,75,160,4000,0,700,1340
3255,bueno,21,privado,48,51,casado,no,fijo,60,110,2500,400,1000,1398
3511,bueno,15,propietario,60,38,casado,no,fijo,60,90,6000,480,1100,1289
3428,bueno,18,propietario,60,44,casado,no,fijo,60,110,4000,500,1300,1725
676,bueno,10,propietario,60,30,casado,sí,fijo,60,242,7500,0,1550,1904
443,bueno,1,propietario,60,39,casado,no,fijo,60,210,2000,0,700,825
2856,malo,1,privado,48,55,casado,no,fijo,60,94,8000,840,900,1050
3158,bueno,13,privado,60,40,casado,no,fijo,60,100,3500,540,970,1270
1954,bueno,23,propietario,60,45,casado,sí,fijo,60,248,10000,0,1400,2099
1019,bueno,21,alquila,60,36,casado,no,fijo,83,80,0,0,1220,1505
2101,bueno,4,propietario,36,27,casado,no,fijo,60,94,12000,0,1000,1888
2369,malo,15,propietario,48,50,casado,no,fijo,60,NA,5000,0,1800,2417
2277,malo,6,propietario,36,42,casado,no,fijo,105,151,48000,0,1635,1635
2397,bueno,7,propietario,60,34,separado,no,fijo,35,96,8000,0,850,1213
4311,malo,12,otra,60,34,casado,no,fijo,60,113,1500,0,1050,1087
3633,bueno,14,propietario,48,41,casado,sí,fijo,75,72,4000,0,800,1117
2123,bueno,14,propietario,36,33,casado,no,fijo,60,92,7000,0,800,1115
1823,bueno,11,propietario,60,30,soltero,no,fijo,35,53,875,325,750,850
2164,bueno,19,propietario,36,37,casado,no,fijo,75,170,2500,0,950,1339
80,bueno,29,propietario,48,56,casado,no,fijo,45,100,3000,0,900,1360
2992,bueno,4,otra,48,20,soltero,no,fijo,35,245,0,0,1126,1631
3812,bueno,11,propietario,48,27,casado,no,fijo,35,140,4000,0,1500,1641
920,bueno,18,padres,60,33,soltero,sí,fijo,35,425,0,0,900,1320
3174,bueno,18,propietario,60,47,separado,no,fijo,35,240,6500,0,1795,1795
1519,bueno,25,alquila,42,61,casado,no,fijo,57,121,0,0,750,830
3559,bueno,2,alquila,60,29,casado,no,fijo,80,200,0,0,1250,1250
3406,bueno,6,padres,60,30,casado,no,fijo,60,72,0,0,200,1083
855,bueno,17,propietario,12,37,casado,no,fijo,75,188,7000,1000,600,1890
1860,bueno,2,padres,60,22,soltero,no,fijo,35,151,0,0,1100,1481
2066,bueno,17,propietario,48,34,casado,no,fijo,60,162,3500,0,1250,1650
3924,bueno,5,ignorar,48,51,divorciado,no,fijo,35,95,6000,0,500,645
471,bueno,17,propietario,36,31,casado,no,fijo,75,128,7000,4800,700,1400
1502,bueno,5,propietario,48,41,casado,no,fijo,90,275,25000,1000,1800,2260
1034,bueno,2,alquila,24,28,casado,no,fijo,75,150,0,0,512,1255
521,bueno,4,alquila,36,35,soltero,no,fijo,46,110,0,0,1000,1642
1418,bueno,13,propietario,48,54,casado,sí,fijo,45,90,2500,0,1000,1198
2777,bueno,24,propietario,60,45,casado,no,fijo,90,198,3500,0,900,1541
3246,bueno,2,propietario,60,36,casado,no,fijo,60,190,4500,1200,1575,1611
2393,bueno,20,alquila,24,40,casado,no,fijo,77,165,0,0,500,1532
2797,bueno,2,otra,60,20,soltero,no,fijo,35,165,2000,0,1000,1275
4234,malo,1,alquila,36,37,casado,sí,fijo,97,71,0,0,1300,1700
4294,bueno,1,padres,24,21,soltero,no,fijo,35,60,0,0,250,450
1813,bueno,28,propietario,42,50,viudo,no,fijo,35,175,6000,0,1150,1397
1186,bueno,5,alquila,36,46,casado,no,fijo,82,223,0,0,450,650
349,malo,2,alquila,24,59,casado,no,fijo,110,50,0,0,200,425
2060,malo,2,alquila,60,39,casado,sí,fijo,89,140,0,0,1500,1967
2243,bueno,12,propietario,60,27,casado,no,fijo,60,160,2500,270,1400,1461
3655,bueno,5,alquila,48,48,casado,sí,fijo,46,110,0,0,600,1100
1036,malo,43,propietario,60,57,casado,sí,fijo,45,283,8000,0,900,1168
4393,bueno,16,propietario,60,31,casado,no,fijo,35,218,14000,2800,300,1373
4367,bueno,4,alquila,60,25,casado,no,fijo,51,163,0,0,1000,1197
2477,bueno,13,padres,48,28,casado,no,fijo,90,105,0,0,1200,1590
2558,malo,14,propietario,48,29,casado,no,fijo,75,131,4000,0,980,2981
2612,bueno,18,otra,36,42,soltero,no,fijo,35,83,0,0,700,1380
3652,malo,0,otra,60,32,soltero,no,fijo,35,73,NA,0,1580,1785
890,bueno,2,padres,60,27,soltero,no,fijo,35,71,3500,0,600,960
205,bueno,19,propietario,60,35,casado,no,fijo,75,185,4000,0,1100,1203
118,bueno,12,propietario,36,47,casado,no,fijo,75,124,3500,0,460,470
1072,bueno,12,propietario,60,26,casado,no,fijo,60,187,6000,1000,1100,1175
4150,bueno,5,propietario,48,48,casado,no,fijo,60,130,5000,0,650,795
385,bueno,3,propietario,24,35,casado,no,fijo,75,160,1800,0,200,957
339,malo,35,propietario,48,52,casado,no,fijo,60,135,5000,0,1200,1400
400,malo,4,alquila,60,42,divorciado,sí,fijo,70,350,0,0,2200,2441
1077,bueno,4,propietario,48,32,casado,no,fijo,45,208,6500,5000,1000,1323
1265,bueno,2,privado,60,25,casado,no,fijo,45,60,3000,0,1150,1163
2142,bueno,11,alquila,48,31,casado,no,fijo,67,66,6200,0,1000,1541
4296,bueno,26,propietario,36,46,casado,no,fijo,45,184,5000,0,1000,1535
1706,bueno,20,alquila,60,61,casado,no,fijo,81,211,0,0,1475,1475
2266,bueno,15,propietario,48,44,casado,no,fijo,60,200,3500,200,800,1218
852,bueno,0,padres,60,39,soltero,no,fijo,35,100,0,0,1000,1556
2526,bueno,10,padres,60,28,soltero,no,fijo,35,70,3500,0,1300,1743
355,bueno,8,propietario,48,28,casado,no,fijo,35,220,4000,0,1000,1267
2275,bueno,22,propietario,24,46,casado,no,fijo,60,100,10500,0,900,1635
3355,bueno,0,propietario,60,56,casado,no,fijo,45,150,10000,0,1000,1798
3782,malo,2,otra,48,25,casado,no,fijo,35,129,0,0,1580,1925
3256,malo,1,padres,60,23,soltero,no,fijo,35,100,0,0,1600,1642
4153,malo,3,privado,48,28,casado,no,fijo,60,136,3500,2500,1000,1200
3700,malo,11,alquila,24,38,casado,sí,fijo,72,123,0,0,270,1676
1608,bueno,11,padres,60,41,separado,sí,fijo,35,100,0,0,1250,1549
2964,bueno,1,padres,24,21,soltero,no,fijo,35,64,3000,0,700,1250
2843,malo,1,otra,36,40,casado,sí,fijo,75,150,0,0,800,800
28,bueno,15,propietario,36,43,casado,no,fijo,75,251,4000,0,1800,2557
2569,bueno,16,alquila,60,35,soltero,no,fijo,49,135,0,0,1300,1310
1649,malo,6,alquila,48,37,casado,no,fijo,77,170,0,0,887,887
376,bueno,18,propietario,48,43,soltero,no,fijo,35,90,2500,0,1000,1626
3808,bueno,10,propietario,36,36,casado,no,fijo,35,235,12000,1700,1500,1985
3715,bueno,12,propietario,36,38,casado,no,fijo,60,130,5000,0,700,950
2327,malo,10,alquila,36,40,casado,no,fijo,115,100,0,0,375,375
909,bueno,18,alquila,60,38,casado,no,fijo,56,108,0,0,1000,1307
660,bueno,1,propietario,36,51,casado,no,fijo,75,300,6000,0,1450,1992
2032,bueno,16,propietario,60,32,casado,no,fijo,60,93,4000,1100,800,1246
534,malo,13,propietario,54,52,casado,no,fijo,75,80,4000,0,1300,1394
3287,bueno,6,padres,36,26,casado,no,fijo,35,119,0,0,1000,2193
2187,malo,2,propietario,30,32,casado,no,fijo,90,74,1500,0,500,650
3813,bueno,12,propietario,60,27,casado,sí,fijo,35,100,3000,0,1300,1359
615,bueno,4,propietario,24,32,casado,no,fijo,45,122,4000,1,500,1045
491,malo,3,propietario,60,53,casado,no,fijo,45,98,3500,0,1350,1453
1516,bueno,14,propietario,60,37,casado,no,fijo,60,79,3500,0,700,1700
4351,bueno,15,propietario,60,29,casado,sí,fijo,60,100,12000,0,500,2038
2330,bueno,11,propietario,60,26,casado,no,fijo,45,81,4000,1800,1000,1206
2499,bueno,0,padres,60,24,soltero,no,fijo,35,126,1500,0,900,1092
2548,bueno,10,propietario,54,41,casado,no,fijo,45,130,4500,0,1700,1957
4018,bueno,3,propietario,48,29,casado,no,fijo,35,83,4500,1170,700,837
3792,malo,5,padres,24,26,soltero,no,fijo,35,140,0,0,450,900
1756,bueno,23,alquila,24,47,soltero,no,fijo,44,86,0,0,350,975
1415,malo,20,propietario,36,57,casado,no,fijo,90,114,5000,1500,1000,1193
1032,bueno,3,propietario,24,29,casado,no,fijo,60,225,9000,0,600,980
1269,malo,2,alquila,60,32,casado,no,fijo,93,175,0,0,1650,1688
706,bueno,3,alquila,48,29,casado,no,fijo,85,100,0,0,1000,1191
2881,malo,5,propietario,12,27,casado,no,fijo,45,86,2500,0,1000,1600
2752,bueno,0,otra,60,37,casado,no,fijo,60,198,0,0,1000,1000
157,bueno,8,alquila,36,36,casado,no,fijo,78,179,0,0,900,1503
1065,bueno,0,padres,36,56,casado,sí,fijo,35,102,6000,0,1000,1606
1286,bueno,21,alquila,36,42,casado,no,fijo,74,135,450,0,240,1275
4227,malo,11,privado,60,39,casado,no,fijo,60,120,3000,1000,1450,1499
3747,malo,3,alquila,60,26,casado,no,fijo,53,80,0,0,950,989
977,bueno,5,padres,60,45,casado,sí,fijo,35,176,0,0,1000,1388
3247,bueno,13,propietario,60,45,casado,no,fijo,75,475,5000,0,1300,2300
1259,malo,4,padres,48,25,soltero,no,fijo,35,73,0,0,700,814
2642,bueno,4,otra,60,27,casado,no,fijo,35,98,5000,0,1200,1609
4146,malo,0,alquila,48,52,soltero,sí,fijo,49,135,0,0,1000,1200
1236,bueno,3,alquila,48,36,casado,sí,fijo,82,222,0,0,1900,2100
229,bueno,12,propietario,60,50,casado,no,fijo,45,190,9500,200,1800,2624
2782,bueno,8,privado,48,31,casado,no,fijo,60,122,4000,0,1400,1732
3061,bueno,22,propietario,48,53,casado,no,fijo,35,110,5000,0,1500,1683
646,malo,11,alquila,60,37,soltero,sí,fijo,74,135,0,0,1400,1937
1001,malo,2,alquila,60,24,soltero,no,fijo,35,NA,0,0,850,989
1410,bueno,13,propietario,60,38,soltero,no,fijo,45,80,4000,0,1060,1274
1839,malo,28,propietario,60,57,viudo,sí,fijo,35,227,15000,0,1700,1875
4399,bueno,25,propietario,60,41,casado,sí,fijo,45,114,5500,4500,1600,1665
1430,bueno,8,propietario,60,32,casado,no,fijo,75,157,3500,1800,1300,1590
1819,bueno,1,privado,36,34,casado,no,fijo,45,100,1800,1500,700,1296
1429,bueno,1,otra,36,29,soltero,no,fijo,35,52,0,0,1000,1152
2049,bueno,7,propietario,36,31,casado,no,fijo,45,180,9000,1600,700,1400
1460,bueno,1,padres,12,24,soltero,no,fijo,35,128,0,0,300,1056
549,malo,1,padres,60,23,soltero,no,fijo,35,100,0,0,1210,1450
2728,malo,16,padres,60,35,separado,no,fijo,35,105,0,0,800,1084
2714,malo,6,padres,60,23,soltero,no,fijo,35,50,0,0,1200,1830
3019,malo,15,privado,48,49,casado,sí,fijo,60,112,2000,1000,900,960
2200,malo,0,ignorar,48,37,casado,no,fijo,60,80,18000,0,900,975
715,malo,9,propietario,60,28,casado,no,fijo,90,64,1750,0,1055,1430
611,malo,19,propietario,60,37,soltero,sí,fijo,35,115,10000,6000,1500,1758
493,bueno,4,propietario,48,30,casado,no,fijo,60,167,3500,1000,800,1350
903,bueno,1,padres,60,36,soltero,no,fijo,35,176,0,0,1100,1600
3553,bueno,3,alquila,60,30,casado,no,fijo,77,169,0,0,1500,2037
1401,bueno,3,alquila,48,35,separado,no,fijo,59,240,0,0,1300,1627
944,bueno,2,padres,6,31,soltero,no,fijo,35,70,0,0,850,1403
2886,malo,4,alquila,36,34,casado,no,fijo,73,126,0,0,1000,1250
3784,bueno,1,propietario,24,38,casado,no,fijo,60,102,3500,0,850,1260
1150,bueno,14,propietario,36,34,viudo,no,fijo,45,202,6500,0,350,800
29,malo,3,propietario,24,23,casado,no,fijo,75,85,5000,0,600,1600
849,malo,13,propietario,60,34,separado,no,fijo,35,56,7000,1500,1250,1525
1013,malo,10,padres,60,31,casado,no,fijo,60,119,0,0,1600,1750
3880,bueno,31,propietario,12,53,casado,sí,fijo,60,165,6000,0,594,1332
2898,bueno,7,propietario,36,36,casado,no,fijo,45,103,4000,0,325,1626
1328,malo,1,alquila,36,25,casado,no,fijo,54,87,0,0,500,646
3611,bueno,2,padres,48,25,soltero,no,fijo,35,91,0,0,900,1763
1171,bueno,0,propietario,48,38,casado,no,fijo,75,217,3500,0,1400,1689
535,malo,7,alquila,36,25,casado,no,fijo,69,93,0,0,250,400
2560,bueno,26,propietario,60,41,casado,no,fijo,45,132,0,0,1100,1472
172,bueno,11,alquila,60,30,casado,no,fijo,77,165,0,0,1350,1637
1658,bueno,2,propietario,48,52,casado,no,fijo,75,218,3000,10,1400,1565
1026,bueno,12,propietario,24,56,casado,sí,fijo,60,124,1000,0,500,1495
1643,bueno,2,otra,36,24,casado,no,fijo,60,102,0,0,900,1555
448,malo,2,alquila,48,36,casado,no,fijo,85,95,0,0,1340,1771
1679,bueno,1,padres,60,25,soltero,no,fijo,35,105,0,0,1100,1222
2905,bueno,12,propietario,60,27,casado,no,fijo,35,167,4000,0,1000,1537
2285,bueno,14,alquila,48,43,casado,no,fijo,54,85,2000,0,500,800
252,bueno,21,privado,60,51,casado,no,fijo,45,140,3000,0,1200,1200
1938,bueno,3,propietario,54,33,casado,no,fijo,75,366,7000,0,500,1116
2280,malo,0,otra,60,42,casado,sí,fijo,165,NA,0,0,1300,1750
1222,bueno,3,propietario,24,32,casado,no,fijo,60,196,5000,300,800,1606
3134,bueno,6,privado,60,35,casado,no,fijo,45,160,3000,1200,900,1612
2626,malo,16,propietario,36,30,casado,no,fijo,45,82,4500,0,800,975
2102,bueno,8,propietario,60,36,casado,no,fijo,75,219,8500,800,1600,1852
259,bueno,15,propietario,60,63,casado,no,fijo,60,315,3500,266,1000,1241
3990,bueno,1,propietario,60,27,casado,no,fijo,35,90,2000,0,1150,1470
185,bueno,19,propietario,60,34,casado,no,fijo,75,125,5000,0,1200,1200
4031,malo,7,propietario,36,38,casado,sí,fijo,45,85,3400,1500,450,550
1569,bueno,9,alquila,36,34,soltero,no,fijo,49,136,0,0,800,1064
3608,bueno,28,propietario,36,46,casado,no,fijo,75,170,6000,0,750,800
1991,bueno,1,otra,60,27,soltero,no,fijo,35,125,4000,1200,1500,1558
3796,bueno,19,propietario,60,54,viudo,sí,fijo,35,207,11000,4000,800,1336
2292,malo,8,propietario,60,40,casado,sí,fijo,75,96,4000,1700,2050,2050
3781,malo,7,propietario,60,28,casado,sí,fijo,60,148,8000,0,920,1021
1646,bueno,37,padres,36,52,casado,no,fijo,60,240,0,0,1510,1625
340,bueno,3,propietario,48,37,viudo,no,fijo,45,160,6000,3000,1000,1520
2148,bueno,12,propietario,36,56,casado,no,fijo,75,205,5500,1950,275,300
2229,bueno,3,propietario,60,30,casado,no,fijo,45,200,10000,2969,1650,1750
3295,bueno,20,propietario,60,54,casado,no,fijo,35,100,5000,0,1600,2500
1271,bueno,1,padres,60,22,soltero,no,fijo,35,109,0,0,1000,1466
3444,bueno,6,privado,48,35,casado,no,fijo,45,125,3500,1125,700,1226
4286,bueno,22,alquila,60,48,casado,no,fijo,66,210,0,0,1200,1233
1869,bueno,17,padres,60,32,casado,no,fijo,75,200,6000,0,1300,1682
2649,bueno,13,propietario,48,37,casado,no,fijo,60,205,5000,0,600,1243
7,bueno,29,propietario,60,44,casado,no,fijo,75,125,10000,0,1600,1800
2993,malo,1,alquila,36,44,casado,sí,fijo,54,88,0,0,500,650
3486,bueno,11,propietario,60,34,casado,no,fijo,35,100,3500,0,950,1241
4364,malo,3,propietario,48,21,soltero,no,fijo,35,466,6000,0,2700,3100
1584,bueno,1,otra,30,26,soltero,no,fijo,35,110,0,0,700,1340
4340,bueno,4,otra,60,25,casado,no,fijo,35,146,0,0,800,1400
2250,bueno,13,alquila,60,36,casado,no,fijo,84,92,0,0,1200,1271
1526,malo,6,padres,60,38,casado,no,fijo,45,75,0,0,1175,1800
4365,bueno,5,alquila,36,32,casado,no,fijo,61,159,0,0,800,890
1555,malo,10,alquila,60,37,casado,no,fijo,85,96,4000,850,1100,1340
2444,bueno,17,alquila,48,36,casado,no,fijo,61,162,0,0,1000,1641
3600,malo,7,alquila,60,39,casado,no,fijo,103,130,0,0,950,1215
2293,bueno,1,otra,60,20,soltero,no,fijo,35,85,0,0,850,1618
1356,malo,1,padres,48,24,soltero,sí,fijo,35,65,0,0,900,1061
2791,bueno,11,propietario,48,28,soltero,no,fijo,35,345,6000,0,830,1152
3965,bueno,6,alquila,60,34,casado,no,fijo,86,110,0,0,800,2263
3402,bueno,16,propietario,60,40,casado,sí,fijo,75,120,5000,2000,400,1309
4347,bueno,1,propietario,48,41,casado,no,fijo,60,72,7000,0,700,985
3915,bueno,9,otra,60,31,casado,no,fijo,60,130,0,0,1500,1700
508,bueno,13,privado,60,33,casado,no,fijo,75,224,7000,0,1600,1604
1136,malo,1,padres,60,34,casado,no,fijo,75,190,0,0,700,719
2323,malo,0,otra,36,22,soltero,no,fijo,35,NA,0,0,800,800
4104,bueno,11,propietario,60,27,casado,no,fijo,45,190,3000,0,1200,1537
428,bueno,11,propietario,36,27,casado,no,fijo,60,172,7000,0,900,1201
3213,bueno,13,alquila,60,39,divorciado,no,fijo,87,120,0,0,1400,1526
4358,malo,1,otra,36,46,casado,sí,fijo,35,150,0,0,3000,4250
4343,malo,4,propietario,60,40,casado,sí,fijo,60,231,7000,3000,1100,1291
