id,trabajo,gastos,ingresos,activos
3710,fijo,60,147,3500
1117,freelance,60,84,13000
4248,tiempo parcial,77,166,0
750,tiempo parcial,35,96,0
2410,fijo,60,296,4500
679,fijo,58,125,0
1595,fijo,45,135,5000
3332,fijo,60,114,11800
1427,fijo,75,NA,0
520,fijo,45,110,3000
524,tiempo parcial,45,135,0
3630,freelance,60,106,10000
453,fijo,45,100,0
150,fijo,45,160,6000
2196,freelance,35,115,10000
3471,fijo,45,232,5000
3418,fijo,35,138,3500
2131,fijo,63,180,0
3133,fijo,35,113,4000
3552,freelance,35,44,0
2027,tiempo parcial,41,60,0
1812,fijo,60,92,NA
748,tiempo parcial,66,60,0
4125,fijo,75,300,12000
3640,fijo,82,71,0
1807,otros,75,NA,700
718,fijo,75,150,18000
3871,fijo,57,124,0
4135,freelance,35,157,0
1379,fijo,42,67,0
742,fijo,75,170,3500
3848,fijo,35,130,0
3371,fijo,54,90,0
736,fijo,35,173,7700
3547,otros,35,135,8000
219,freelance,45,200,100000
3824,fijo,60,159,4000
1251,fijo,35,88,0
4172,fijo,45,193,3000
560,fijo,91,161,0
2150,fijo,105,135,1200
2448,fijo,74,135,0
3410,fijo,45,62,7000
3,freelance,90,200,3000
3032,fijo,65,197,0
3662,freelance,35,140,0
3266,freelance,60,NA,4000
2708,fijo,35,150,32000
2177,otros,90,65,0
275,freelance,60,150,7000
3947,fijo,35,NA,0
81,fijo,60,70,4000
294,freelance,90,150,75000
671,fijo,56,110,0
1042,freelance,75,178,50000
325,fijo,35,176,0
395,freelance,75,200,9000
3067,fijo,35,72,6000
1614,fijo,45,113,7100
3977,fijo,60,114,5000
871,freelance,45,170,14000
1985,fijo,35,112,4500
137,tiempo parcial,60,155,5000
1295,tiempo parcial,35,49,0
4047,fijo,60,200,13500
2606,otros,43,80,0
889,freelance,75,NA,0
2668,freelance,35,NA,0
4074,freelance,60,111,NA
1574,fijo,45,175,7500
2640,fijo,62,170,0
2841,fijo,35,143,5000
2753,fijo,60,233,15000
3435,otros,35,142,6000
371,fijo,76,155,0
1366,fijo,90,NA,0
2257,freelance,45,NA,0
1174,fijo,60,117,1100
1668,fijo,60,105,3500
3286,freelance,60,NA,5000
793,freelance,35,265,8000
324,fijo,90,275,12000
84,fijo,35,263,2500
4075,tiempo parcial,35,71,6000
1849,fijo,60,140,3500
367,fijo,60,98,4000
3718,freelance,45,128,11500
2345,fijo,45,115,4000
3663,fijo,57,115,0
4205,fijo,35,84,5000
908,fijo,108,183,0
1066,fijo,75,150,3000
1482,fijo,60,60,4000
870,fijo,90,125,12000
4353,tiempo parcial,35,82,0
3701,fijo,35,130,0
1390,fijo,60,195,4000
3991,fijo,55,103,0
2152,fijo,35,117,4000
3669,fijo,60,110,3000
3645,freelance,35,NA,6000
1260,fijo,35,112,3000
3962,fijo,60,145,500
1719,fijo,75,97,6500
2245,fijo,45,211,0
2636,fijo,60,140,0
3603,otros,35,149,3000
2283,fijo,78,177,4000
1022,freelance,90,62,3000
2366,freelance,60,6,16000
3203,otros,60,NA,5000
599,fijo,45,215,0
53,fijo,105,301,0
392,otros,68,233,0
198,fijo,87,120,0
1417,fijo,45,140,0
1249,freelance,50,148,4000
1924,freelance,60,85,15000
3534,freelance,35,NA,15000
3758,freelance,35,100,0
194,fijo,90,160,7500
1943,freelance,93,175,20000
73,fijo,45,200,9000
3381,fijo,35,78,0
1842,otros,60,44,8000
12,fijo,60,121,3000
3376,fijo,35,64,0
4173,freelance,35,NA,11000
405,fijo,49,140,0
3729,freelance,60,555,40000
1949,fijo,75,126,8000
2808,otros,35,85,7500
2269,freelance,75,75,12000
602,fijo,35,167,7000
2939,freelance,35,NA,4000
943,tiempo parcial,45,161,2500
3555,tiempo parcial,45,180,6000
3516,fijo,35,143,5000
3423,tiempo parcial,35,59,0
3330,fijo,35,175,NA
2020,fijo,60,130,4000
2073,fijo,35,64,5000
131,fijo,75,140,3000
882,fijo,75,88,2500
237,fijo,62,168,0
2389,tiempo parcial,45,26,NA
3361,fijo,35,82,0
3829,fijo,35,74,0
1889,fijo,75,71,4000
898,fijo,45,160,3500
375,tiempo parcial,75,156,3500
4397,fijo,35,165,5000
3546,tiempo parcial,45,188,2000
2619,fijo,60,390,45000
369,fijo,60,140,4000
606,fijo,75,135,5500
2092,fijo,90,145,3000
4073,fijo,45,178,4000
3488,fijo,35,80,0
2313,fijo,75,169,4000
4000,otros,35,227,8500
412,fijo,45,275,6000
2096,freelance,89,291,0
3704,freelance,45,NA,10500
2406,tiempo parcial,45,158,5500
4287,fijo,45,102,0
4194,fijo,90,145,12000
2337,otros,35,NA,0
1916,freelance,45,265,7000
4279,fijo,35,95,2000
1160,tiempo parcial,35,75,0
2962,fijo,87,270,0
2788,fijo,35,172,8000
4144,fijo,50,145,0
3943,fijo,65,203,0
2800,fijo,35,87,10000
1879,tiempo parcial,45,101,4000
4350,tiempo parcial,75,154,0
533,fijo,59,142,0
3336,freelance,60,NA,6000
208,fijo,35,80,3000
2398,freelance,75,85,4000
1468,fijo,90,78,6000
4053,fijo,35,145,5000
2660,freelance,60,245,7000
1788,fijo,75,152,13000
464,otros,45,105,3000
1441,freelance,45,NA,0
587,fijo,75,315,13000
1848,fijo,35,117,4000
3551,fijo,45,172,3500
1874,fijo,60,170,0
3467,fijo,60,120,3000
3397,fijo,44,88,0
1597,freelance,50,150,0
3362,fijo,55,199,0
2206,fijo,75,179,7000
1329,fijo,62,171,0
4119,otros,35,NA,NA
9,freelance,90,107,15000
3550,fijo,45,120,5000
261,fijo,45,156,6000
4336,fijo,35,75,0
2227,tiempo parcial,35,NA,0
1616,fijo,35,150,0
997,fijo,60,85,3000
2320,fijo,35,174,0
3050,fijo,45,132,15000
2387,freelance,35,NA,0
2042,fijo,75,NA,0
4130,fijo,35,160,3000
3538,freelance,75,200,35000
437,fijo,86,113,0
2648,fijo,45,160,6500
3806,fijo,60,162,5000
295,fijo,73,127,0
3679,freelance,45,NA,8000
4439,fijo,75,50,15000
4254,freelance,35,52,19000
596,fijo,60,93,4000
3807,fijo,60,140,6000
1851,freelance,135,NA,24000
1947,fijo,55,97,7000
3698,fijo,45,257,3000
1466,fijo,35,47,0
3427,fijo,35,175,11500
1384,fijo,42,67,0
4184,fijo,94,193,0
1932,otros,51,60,20000
911,fijo,78,180,0
4259,fijo,45,180,5000
4430,tiempo parcial,75,170,5000
4155,fijo,35,160,3000
3226,tiempo parcial,51,158,0
3136,fijo,35,100,0
658,freelance,60,400,12000
2412,fijo,75,110,3500
3644,freelance,35,57,4000
1742,fijo,56,105,0
765,fijo,35,80,0
3258,fijo,45,159,5000
270,fijo,60,230,8500
4171,fijo,46,106,0
4176,fijo,35,98,5000
1059,fijo,60,131,6000
1010,fijo,90,126,4000
1724,freelance,45,NA,2500
1763,fijo,45,160,4000
3031,freelance,35,NA,3500
1257,freelance,60,NA,20000
1021,fijo,45,107,3000
3699,fijo,54,189,0
3048,tiempo parcial,55,100,0
3333,fijo,35,176,8000
354,fijo,60,70,4000
3455,tiempo parcial,60,174,6000
2396,freelance,35,NA,0
1844,freelance,75,NA,0
1685,freelance,60,NA,5500
3588,fijo,79,436,0
2508,freelance,60,48,7000
2301,tiempo parcial,90,148,0
2334,fijo,90,90,30000
2486,fijo,45,226,6000
727,freelance,45,123,3500
695,freelance,75,225,4500
4263,fijo,45,210,5000
288,freelance,60,130,0
2923,freelance,35,40,17000
1035,fijo,45,127,2000
1816,freelance,60,159,9000
3344,fijo,45,195,0
2798,otros,75,200,3000
330,freelance,60,NA,10000
3111,freelance,90,19,5000
408,freelance,45,113,20000
3618,fijo,35,200,0
3883,freelance,38,34,0
4034,fijo,53,183,0
224,fijo,60,133,4000
3491,fijo,45,130,4000
3227,freelance,60,346,35000
450,fijo,35,43,0
4348,fijo,48,125,0
3844,fijo,35,93,3500
4134,fijo,35,68,3500
2279,fijo,60,153,0
2527,fijo,60,85,4000
1968,fijo,92,173,0
1181,freelance,44,90,0
1256,freelance,60,69,7000
1956,freelance,75,68,9000
2135,tiempo parcial,75,80,4000
1204,fijo,60,120,4000
1864,freelance,76,160,0
3121,freelance,75,NA,25000
2220,fijo,75,95,0
3122,tiempo parcial,35,53,0
878,freelance,60,250,40000
1620,fijo,90,450,8000
258,fijo,77,170,4000
2830,fijo,35,440,0
824,freelance,45,NA,2000
2157,freelance,75,NA,0
1355,fijo,86,105,0
3068,tiempo parcial,43,80,0
950,freelance,35,50,15000
3756,fijo,104,294,0
3506,tiempo parcial,45,165,4000
1299,freelance,80,53,0
3949,freelance,35,225,25000
3026,freelance,60,NA,0
4221,tiempo parcial,35,143,5500
1121,fijo,75,120,5000
2212,tiempo parcial,45,83,0
2818,fijo,35,120,10000
488,fijo,54,93,0
2910,otros,45,228,10000
3733,fijo,35,140,1000
3942,fijo,35,91,0
1407,fijo,35,92,0
2838,fijo,45,112,3500
2502,fijo,35,100,0
2671,fijo,54,90,0
2774,fijo,45,88,0
328,fijo,45,500,3500
2979,freelance,60,NA,25000
58,fijo,45,100,5000
3060,fijo,35,80,0
2438,freelance,35,319,0
2276,fijo,90,170,6000
2650,fijo,47,115,0
1716,freelance,45,110,11500
1834,fijo,60,125,5000
2639,fijo,43,80,0
4445,fijo,35,100,0
4262,fijo,60,75,3000
2411,tiempo parcial,35,139,2000
641,fijo,75,160,4000
3255,fijo,60,110,2500
3259,otros,46,105,5000
3511,fijo,60,90,6000
3428,fijo,60,110,4000
676,fijo,60,242,7500
443,fijo,60,210,2000
2856,fijo,60,94,8000
2596,freelance,60,NA,0
3158,fijo,60,100,3500
2810,freelance,60,NA,0
3667,tiempo parcial,35,80,0
1954,fijo,60,248,10000
2631,freelance,60,NA,0
1019,fijo,83,80,0
1732,freelance,35,182,0
166,freelance,60,400,86000
2101,fijo,60,94,12000
1906,tiempo parcial,35,82,8000
2369,fijo,60,NA,5000
1345,freelance,77,166,10000
2277,fijo,105,151,48000
2397,fijo,35,96,8000
17,freelance,35,330,16500
4311,fijo,60,113,1500
4449,tiempo parcial,75,77,0
3633,fijo,75,72,4000
2123,fijo,60,92,7000
1823,fijo,35,53,875
436,freelance,75,246,2500
811,tiempo parcial,60,155,4500
2164,fijo,75,170,2500
2930,freelance,35,128,18000
80,fijo,45,100,3000
2992,fijo,35,245,0
1662,freelance,35,NA,3000
2247,tiempo parcial,35,70,0
3211,freelance,35,79,0
3812,fijo,35,140,4000
3861,tiempo parcial,56,105,0
858,tiempo parcial,35,110,0
920,fijo,35,425,0
3174,fijo,35,240,6500
1519,fijo,57,121,0
3559,fijo,80,200,0
3406,fijo,60,72,0
300,otros,45,77,4000
1914,tiempo parcial,35,150,0
1798,freelance,75,NA,4000
855,fijo,75,188,7000
1860,fijo,35,151,0
2066,fijo,60,162,3500
3924,fijo,35,95,6000
471,fijo,75,128,7000
1502,fijo,90,275,25000
1034,fijo,75,150,0
521,fijo,46,110,0
3082,tiempo parcial,45,40,4500
1418,fijo,45,90,2500
444,freelance,35,NA,0
2777,fijo,90,198,3500
2540,freelance,35,280,6000
3246,fijo,60,190,4500
348,otros,60,40,4000
919,freelance,75,240,3000
2393,fijo,77,165,0
2199,freelance,60,198,3000
2797,fijo,35,165,2000
4234,fijo,97,71,0
4294,fijo,35,60,0
1813,fijo,35,175,6000
2969,freelance,60,NA,5000
1186,fijo,82,223,0
1701,otros,45,69,10000
3892,freelance,75,NA,7500
3870,tiempo parcial,45,120,3000
1437,freelance,45,NA,0
2593,otros,41,57,8000
1669,freelance,102,117,0
349,fijo,110,50,0
3056,tiempo parcial,35,90,3000
2060,fijo,89,140,0
2243,fijo,60,160,2500
2610,freelance,35,140,8000
4247,freelance,45,NA,0
3655,fijo,46,110,0
1036,fijo,45,283,8000
4393,fijo,35,218,14000
273,tiempo parcial,60,120,3500
4367,fijo,51,163,0
2477,fijo,90,105,0
2558,fijo,75,131,4000
2612,fijo,35,83,0
3499,freelance,35,30,0
3194,tiempo parcial,45,77,2500
3652,fijo,35,73,NA
890,fijo,35,71,3500
205,fijo,75,185,4000
118,fijo,75,124,3500
1072,fijo,60,187,6000
4150,fijo,60,130,5000
385,fijo,75,160,1800
2490,tiempo parcial,35,NA,0
3380,tiempo parcial,35,74,5000
339,fijo,60,135,5000
400,fijo,70,350,0
1077,fijo,45,208,6500
1265,fijo,45,60,3000
2142,fijo,67,66,6200
1106,freelance,45,42,4000
3304,freelance,60,NA,110000
4296,fijo,45,184,5000
1706,fijo,81,211,0
2266,fijo,60,200,3500
852,fijo,35,100,0
2526,fijo,35,70,3500
3252,otros,35,NA,0
355,fijo,35,220,4000
213,tiempo parcial,35,63,0
2275,fijo,60,100,10500
2211,tiempo parcial,82,70,3500
3523,freelance,60,NA,25000
3355,fijo,45,150,10000
2812,freelance,45,273,7000
3951,otros,45,NA,0
32,tiempo parcial,45,122,2500
3782,fijo,35,129,0
394,freelance,60,NA,100000
3256,fijo,35,100,0
4153,fijo,60,136,3500
2995,otros,35,42,0
3700,fijo,72,123,0
4233,freelance,60,102,4000
3740,freelance,45,NA,8000
1608,fijo,35,100,0
2964,fijo,35,64,3000
3697,tiempo parcial,96,63,0
2843,fijo,75,150,0
28,fijo,75,251,4000
1099,otros,45,148,4500
2569,fijo,49,135,0
1649,fijo,77,170,0
376,fijo,35,90,2500
3808,fijo,35,235,12000
71,freelance,60,238,0
3715,fijo,60,130,5000
2327,fijo,115,100,0
909,fijo,56,108,0
660,fijo,75,300,6000
1247,tiempo parcial,35,90,0
2032,fijo,60,93,4000
653,freelance,60,NA,0
949,tiempo parcial,35,140,0
534,fijo,75,80,4000
3287,fijo,35,119,0
2187,fijo,90,74,1500
3813,fijo,35,100,3000
615,fijo,45,122,4000
491,fijo,45,98,3500
1516,fijo,60,79,3500
1652,otros,50,54,3000
418,freelance,90,42,5000
1603,otros,75,74,4000
618,freelance,90,190,500
104,tiempo parcial,78,180,0
4351,fijo,60,100,12000
1585,freelance,75,180,1600
3860,otros,45,79,7000
2330,fijo,45,81,4000
2485,freelance,35,80,25000
2835,tiempo parcial,84,92,0
2499,fijo,35,126,1500
2548,fijo,45,130,4500
3904,tiempo parcial,41,56,0
4018,fijo,35,83,4500
3446,tiempo parcial,35,45,0
3094,tiempo parcial,45,70,2500
3792,fijo,35,140,0
1506,freelance,95,200,5000
1756,fijo,44,86,0
1415,fijo,90,114,5000
3097,freelance,60,142,14000
1032,fijo,60,225,9000
1269,fijo,93,175,0
706,fijo,85,100,0
2881,fijo,45,86,2500
2752,fijo,60,198,0
157,fijo,78,179,0
1065,fijo,35,102,6000
1726,freelance,75,144,7600
1944,freelance,90,130,7000
2860,otros,35,140,5000
1286,fijo,74,135,450
3027,tiempo parcial,35,136,5000
4373,freelance,60,NA,3000
1995,otros,75,75,0
4227,fijo,60,120,3000
3747,fijo,53,80,0
977,fijo,35,176,0
3247,fijo,75,475,5000
1259,fijo,35,73,0
2642,fijo,35,98,5000
4146,fijo,49,135,0
1236,fijo,82,222,0
229,fijo,45,190,9500
3492,tiempo parcial,45,150,0
2782,fijo,60,122,4000
3061,fijo,35,110,5000
646,fijo,74,135,0
1001,fijo,35,NA,0
1410,fijo,45,80,4000
1839,fijo,35,227,15000
3886,tiempo parcial,57,123,5000
4399,fijo,45,114,5500
1439,tiempo parcial,80,195,0
1094,freelance,60,116,4000
1430,fijo,75,157,3500
3192,tiempo parcial,35,107,3000
2686,freelance,35,349,6000
893,freelance,75,166,7000
1819,fijo,45,100,1800
1429,fijo,35,52,0
2049,fijo,45,180,9000
1460,fijo,35,128,0
549,fijo,35,100,0
383,freelance,66,208,4000
2728,fijo,35,105,0
2714,fijo,35,50,0
3928,freelance,45,NA,0
3775,freelance,51,157,11000
3019,fijo,60,112,2000
2200,fijo,60,80,18000
715,fijo,90,64,1750
2447,freelance,60,51,8000
611,fijo,35,115,10000
1811,freelance,75,NA,0
4083,otros,35,216,8000
493,fijo,60,167,3500
903,fijo,35,176,0
3553,fijo,77,169,0
1575,freelance,45,125,3000
4403,freelance,35,142,24000
3461,freelance,60,NA,5500
873,otros,45,250,100000
1401,fijo,59,240,0
944,fijo,35,70,0
2886,fijo,73,126,0
3784,fijo,60,102,3500
4025,freelance,35,42,10000
1150,fijo,45,202,6500
2897,otros,35,104,7000
29,fijo,75,85,5000
849,fijo,35,56,7000
1013,fijo,60,119,0
2555,freelance,60,260,3000
3880,fijo,60,165,6000
2898,fijo,45,103,4000
1998,tiempo parcial,50,148,0
1328,fijo,54,87,0
3611,fijo,35,91,0
1171,fijo,75,217,3500
535,fijo,69,93,0
2560,fijo,45,132,0
1913,freelance,75,275,14000
172,fijo,77,165,0
1658,fijo,75,218,3000
3013,freelance,45,102,6000
2253,tiempo parcial,83,80,0
225,otros,35,150,9000
1026,fijo,60,124,1000
3487,freelance,75,50,6000
1643,fijo,60,102,0
448,fijo,85,95,0
2238,tiempo parcial,53,79,0
1679,fijo,35,105,0
2905,fijo,35,167,4000
2285,fijo,54,85,2000
252,fijo,45,140,3000
1938,fijo,75,366,7000
151,freelance,60,300,4000
4277,tiempo parcial,45,93,3000
2280,fijo,165,NA,0
1222,fijo,60,196,5000
3134,fijo,45,160,3000
2626,fijo,45,82,4500
2102,fijo,75,219,8500
259,fijo,60,315,3500
3990,fijo,35,90,2000
525,freelance,45,158,0
185,fijo,75,125,5000
4031,fijo,45,85,3400
2216,tiempo parcial,83,76,10000
1569,fijo,49,136,0
3608,fijo,75,170,6000
1991,fijo,35,125,4000
3796,fijo,35,207,11000
2292,fijo,75,96,4000
3781,fijo,60,148,8000
1646,fijo,60,240,0
340,fijo,45,160,6000
2148,fijo,75,205,5500
1069,freelance,60,NA,11000
3563,otros,37,22,20000
2229,fijo,45,200,10000
1564,freelance,105,NA,0
3295,fijo,35,100,5000
3833,otros,35,70,4000
1271,fijo,35,109,0
3444,fijo,45,125,3500
4286,fijo,66,210,0
1869,fijo,75,200,6000
1276,freelance,90,NA,0
3059,freelance,60,145,10000
2649,fijo,60,205,5000
3468,freelance,45,88,15000
7,fijo,75,125,10000
4398,freelance,45,NA,4000
575,tiempo parcial,45,113,3000
2993,fijo,54,88,0
2455,freelance,35,60,0
3486,fijo,35,100,3500
1462,tiempo parcial,39,41,0
4364,fijo,35,466,6000
1584,fijo,35,110,0
4340,fijo,35,146,0
2250,fijo,84,92,0
1526,fijo,45,75,0
3724,freelance,35,70,5000
4365,fijo,61,159,0
1555,fijo,85,96,4000
2444,fijo,61,162,0
3600,fijo,103,130,0
2293,fijo,35,85,0
10,tiempo parcial,90,80,0
1448,freelance,90,356,5000
2440,freelance,45,122,5000
1356,fijo,35,65,0
2791,fijo,35,345,6000
4068,freelance,35,126,17000
3965,fijo,86,110,0
3402,fijo,75,120,5000
4347,fijo,60,72,7000
3915,fijo,60,130,0
4330,freelance,60,71,5000
508,fijo,75,224,7000
1136,fijo,75,190,0
2323,fijo,35,NA,0
4284,tiempo parcial,35,70,0
4091,freelance,84,85,0
4104,fijo,45,190,3000
428,fijo,60,172,7000
3213,fijo,87,120,0
256,freelance,60,150,23000
4358,fijo,35,150,0
626,otros,55,100,0
3554,tiempo parcial,35,115,1000
4343,fijo,60,231,7000
4339,fijo,35,63,4000
1974,fijo,45,150,4000
3011,tiempo parcial,35,47,0
854,fijo,35,150,5050
3400,fijo,45,121,3144
3774,fijo,45,110,5000
537,fijo,45,92,3000
2491,fijo,51,163,0
1699,fijo,70,100,0
3349,fijo,45,85,4000
874,fijo,75,130,5000
140,freelance,45,166,2000
2567,fijo,35,139,0
3323,freelance,60,139,6000
2267,fijo,95,50,7000
981,fijo,45,318,8000
3373,tiempo parcial,60,75,5500
3356,fijo,75,335,8000
2163,fijo,75,150,5000
4255,fijo,35,75,4500
234,fijo,45,100,0
1207,fijo,52,67,0
3822,fijo,60,160,4000
3706,fijo,45,110,5000
1389,fijo,45,92,6000
78,otros,45,45,0
4070,fijo,45,233,0
2535,fijo,60,147,5500
3817,otros,35,57,5000
897,fijo,60,110,3000
601,fijo,90,464,5000
2021,tiempo parcial,90,113,4000
3049,fijo,45,264,25000
616,tiempo parcial,35,43,0
712,fijo,60,170,6000
127,tiempo parcial,35,95,0
581,fijo,93,180,0
2613,otros,79,38,0
4328,freelance,45,81,19000
4188,fijo,45,107,2000
1367,fijo,75,113,3000
119,fijo,45,143,10000
3571,fijo,60,266,14800
2877,fijo,35,165,8000
3665,fijo,35,124,4000
562,fijo,45,140,4000
956,fijo,102,121,0
2589,fijo,45,180,1500
794,fijo,78,180,0
2522,fijo,46,114,0
558,fijo,66,63,2000
2562,tiempo parcial,60,140,6000
3415,tiempo parcial,60,150,4000
973,fijo,57,120,0
3613,tiempo parcial,35,162,0
1190,fijo,45,124,2500
3800,otros,60,NA,3500
3612,fijo,43,75,0
3092,fijo,35,190,9900
4081,fijo,35,128,0
3475,freelance,45,85,5000
2570,fijo,90,137,2000
292,freelance,75,250,13500
44,fijo,45,142,7000
845,freelance,105,300,30000
1426,fijo,45,100,0
1380,tiempo parcial,45,127,4500
2980,otros,35,113,3000
1896,fijo,75,158,4000
1397,freelance,60,164,4000
1383,fijo,45,60,2000
4063,fijo,45,147,10000
1046,fijo,35,86,0
4411,freelance,45,NA,26000
3367,tiempo parcial,60,95,0
285,freelance,60,92,6000
2545,fijo,75,155,8000
905,fijo,35,108,12000
2681,freelance,45,NA,4000
1175,fijo,42,73,0
2709,fijo,65,199,0
1301,otros,45,42,4000
1348,freelance,45,109,17000
1988,otros,75,145,3000
1821,freelance,35,59,0
3650,fijo,35,114,0
4300,fijo,35,81,11000
441,freelance,95,199,0
2120,freelance,60,100,18000
4193,tiempo parcial,35,182,0
1292,freelance,50,148,0
822,fijo,90,210,16000
4375,fijo,45,110,3000
663,fijo,75,255,4000
2852,fijo,60,97,4500
1689,fijo,45,197,8000
4370,freelance,60,50,5000
2162,tiempo parcial,75,61,4000
4181,freelance,45,NA,3000
4335,fijo,35,100,7000
4282,fijo,75,190,5000
2744,fijo,75,182,3000
2574,fijo,49,142,0
1459,freelance,45,200,6000
2161,fijo,95,200,0
3263,freelance,60,142,5000
1016,fijo,75,119,0
3909,tiempo parcial,35,103,4500
1882,tiempo parcial,35,NA,0
4120,freelance,75,214,10000
3617,fijo,35,102,0
82,fijo,60,150,0
986,fijo,75,110,3000
4086,fijo,60,105,3500
3114,otros,60,95,4300
632,fijo,60,230,12000
2167,tiempo parcial,81,60,0
3456,freelance,45,NA,0
753,tiempo parcial,45,67,4000
115,fijo,60,253,3000
3452,freelance,35,NA,16000
2972,fijo,35,164,5000
306,fijo,59,143,0
481,freelance,45,NA,16000
3952,fijo,35,51,4000
1051,fijo,45,145,3500
2731,tiempo parcial,35,147,0
1458,tiempo parcial,45,76,0
1196,otros,90,245,3850
1814,tiempo parcial,75,90,3000
2783,fijo,60,306,4000
2254,fijo,93,176,0
1647,freelance,90,250,16000
638,tiempo parcial,45,90,3000
1604,fijo,46,112,0
4253,fijo,60,150,30000
3920,fijo,35,173,0
3647,fijo,45,180,NA
2582,fijo,60,84,9000
1513,freelance,45,NA,0
2303,fijo,56,106,0
2497,tiempo parcial,42,65,0
2107,fijo,75,138,6000
3899,fijo,35,113,0
344,fijo,60,50,3500
3131,fijo,60,78,6000
2970,fijo,45,179,0
4158,fijo,60,81,5000
902,fijo,45,130,0
2715,freelance,35,121,8000
2065,tiempo parcial,84,85,0
1553,fijo,75,132,4000
1442,fijo,62,166,0
2463,fijo,35,75,0
4079,fijo,35,237,5000
2822,freelance,47,124,0
1578,fijo,35,210,6500
2089,fijo,45,250,55000
1952,freelance,120,150,0
2359,fijo,60,110,2000
1371,tiempo parcial,75,87,1500
1536,freelance,60,NA,21000
357,freelance,35,107,2000
2210,freelance,45,33,3000
3074,fijo,35,185,3000
3628,fijo,45,112,6000
4092,fijo,60,167,6000
1126,fijo,35,70,0
2940,fijo,45,130,2000
2988,fijo,45,42,15000
1457,fijo,76,157,0
1966,otros,45,110,10000
231,fijo,35,90,0
3000,fijo,35,55,8000
497,fijo,62,170,0
3847,fijo,35,148,14000
891,fijo,55,99,0
518,fijo,77,166,0
1833,fijo,60,131,6000
4361,fijo,45,220,13500
2476,freelance,75,416,8000
4426,fijo,35,154,7000
3155,fijo,56,210,0
1549,fijo,60,NA,0
1108,fijo,75,236,3750
170,fijo,75,86,4900
38,fijo,75,115,3000
1493,fijo,60,131,3000
829,freelance,90,129,16000
1033,fijo,75,191,8000
478,fijo,35,140,0
2352,fijo,75,260,10000
317,tiempo parcial,45,97,8000
3995,fijo,70,100,0
183,fijo,75,85,8000
2948,tiempo parcial,52,72,0
3512,fijo,45,103,10000
1047,fijo,35,139,0
982,fijo,35,163,6000
1769,fijo,75,130,25000
1079,tiempo parcial,66,64,0
2834,fijo,60,92,3000
3278,fijo,100,247,0
3703,fijo,45,102,12000
1745,freelance,75,NA,0
1895,fijo,45,200,3000
2546,fijo,43,78,0
1594,tiempo parcial,44,85,0
3235,tiempo parcial,35,103,0
3526,fijo,75,115,11000
4191,freelance,45,NA,8000
3483,fijo,45,88,0
3539,fijo,45,170,0
1957,fijo,85,250,0
975,fijo,103,125,1500
4293,tiempo parcial,48,127,0
128,fijo,75,200,12000
3687,fijo,45,256,7000
3171,fijo,35,100,0
1350,fijo,45,99,0
3979,fijo,35,60,0
55,freelance,60,150,500
2466,fijo,60,120,0
3972,fijo,48,125,5000
2711,fijo,80,198,0
3896,fijo,35,115,12000
1102,fijo,49,138,0
3828,freelance,35,59,0
2215,fijo,35,65,0
267,fijo,35,125,5000
4433,freelance,35,NA,5000
1942,fijo,85,101,6000
536,fijo,45,113,0
3224,fijo,75,95,0
815,tiempo parcial,35,225,0
732,tiempo parcial,35,60,0
2041,fijo,60,65,5000
3375,tiempo parcial,35,90,7000
2900,tiempo parcial,84,240,0
4428,fijo,75,175,4000
4377,fijo,60,104,6000
2955,freelance,35,25,13000
4319,fijo,71,105,0
129,tiempo parcial,35,85,0
315,fijo,96,210,0
2124,fijo,35,250,3500
4396,fijo,60,130,8000
3720,freelance,35,66,0
314,freelance,60,100,22000
3694,freelance,35,244,8000
2422,fijo,75,80,2500
1472,freelance,60,104,5000
2025,fijo,60,NA,20000
1677,freelance,45,NA,NA
2259,freelance,60,100,4000
1413,fijo,90,140,3000
211,fijo,75,178,3000
3351,tiempo parcial,35,70,2000
1767,tiempo parcial,35,105,0
3477,freelance,60,NA,0
1621,fijo,73,127,0
2873,freelance,75,642,37000
3303,fijo,35,48,6500
3954,tiempo parcial,35,80,0
3274,freelance,35,65,3000
2587,fijo,35,85,0
2012,fijo,75,100,2000
2807,freelance,35,NA,0
983,fijo,97,72,0
3821,freelance,60,200,NA
3933,fijo,60,320,15000
2638,freelance,45,189,15750
3363,fijo,46,111,0
1177,fijo,75,67,3000
4275,fijo,45,230,7000
250,fijo,45,80,1500
4298,fijo,47,120,3000
173,fijo,75,110,7000
711,fijo,60,130,4000
1671,tiempo parcial,45,219,6000
3525,freelance,60,NA,11000
3437,fijo,60,150,0
130,fijo,90,214,0
2947,fijo,90,151,8000
209,fijo,75,147,2000
1158,fijo,45,130,3000
1495,otros,45,30,6000
147,fijo,105,122,5200
2385,fijo,60,87,0
1868,freelance,75,190,4000
1632,fijo,59,137,0
1613,freelance,54,86,0
1925,fijo,105,125,6500
2072,fijo,35,100,0
1862,fijo,75,134,3500
1297,freelance,75,NA,0
720,fijo,35,100,0
3594,fijo,60,400,5000
972,fijo,35,100,0
2183,fijo,90,156,5000
3580,tiempo parcial,75,145,0
1416,fijo,35,140,0
103,fijo,75,123,6000
2598,fijo,45,124,5000
1572,tiempo parcial,60,150,0
4394,fijo,45,120,5000
4385,fijo,60,170,9000
678,freelance,45,NA,11700
588,fijo,35,121,3000
2542,fijo,60,90,4500
3201,fijo,60,150,3500
